,Strain_ID,name,value,Lawn,Spot,MediaTime,Media,Fe,Time,Dataset
880,Luteibacter_BM7,Paenibacillus_E12,-1,Luteibacter_BM7,Paenibacillus_E12,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
205,Luteibacter_BM7,Paenibacillus_E12,-2,Luteibacter_BM7,Paenibacillus_E12,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
430,Luteibacter_BM7,Paenibacillus_E12,-1,Luteibacter_BM7,Paenibacillus_E12,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
646,Luteibacter_BM7,Pseudomonas_putida_KT2442,0,Luteibacter_BM7,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
871,Luteibacter_BM7,Pseudomonas_putida_KT2442,0,Luteibacter_BM7,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
198,Luteibacter_BM7,Pseudomonas_putida_KT2442,-5,Luteibacter_BM7,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
423,Luteibacter_BM7,Pseudomonas_putida_KT2442,-4,Luteibacter_BM7,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
656,Luteibacter_BM7,Sphingobium_Z2,0,Luteibacter_BM7,Sphingobium_Z2,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
881,Luteibacter_BM7,Sphingobium_Z2,0,Luteibacter_BM7,Sphingobium_Z2,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
206,Luteibacter_BM7,Sphingobium_Z2,0,Luteibacter_BM7,Sphingobium_Z2,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
431,Luteibacter_BM7,Sphingobium_Z2,0,Luteibacter_BM7,Sphingobium_Z2,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
648,Luteibacter_BM7,Streptomyces_RCH20P,-2,Luteibacter_BM7,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
873,Luteibacter_BM7,Streptomyces_RCH20P,-2,Luteibacter_BM7,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
202,Luteibacter_BM7,Streptomyces_RCH20P,0,Luteibacter_BM7,Streptomyces_RCH20P,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
427,Luteibacter_BM7,Streptomyces_RCH20P,0,Luteibacter_BM7,Streptomyces_RCH20P,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
649,Luteibacter_BM7,Variovax_RPC5,0,Luteibacter_BM7,Variovax_RPC5,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
874,Luteibacter_BM7,Variovax_RPC5,0,Luteibacter_BM7,Variovax_RPC5,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
200,Luteibacter_BM7,Variovax_RPC5,-2,Luteibacter_BM7,Variovax_RPC5,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
425,Luteibacter_BM7,Variovax_RPC5,-2,Luteibacter_BM7,Variovax_RPC5,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
519,Methylobacterium_RPE3,Bacillus_SCH24,0,Methylobacterium_RPE3,Bacillus_SCH24,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
744,Methylobacterium_RPE3,Bacillus_SCH24,0,Methylobacterium_RPE3,Bacillus_SCH24,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
84,Methylobacterium_RPE3,Bacillus_SCH24,-2,Methylobacterium_RPE3,Bacillus_SCH24,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
309,Methylobacterium_RPE3,Bacillus_SCH24,0,Methylobacterium_RPE3,Bacillus_SCH24,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
512,Methylobacterium_RPE3,Burkholderia_RCH25,-1,Methylobacterium_RPE3,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
737,Methylobacterium_RPE3,Burkholderia_RCH25,-2,Methylobacterium_RPE3,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
79,Methylobacterium_RPE3,Burkholderia_RCH25,-6,Methylobacterium_RPE3,Burkholderia_RCH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
304,Methylobacterium_RPE3,Burkholderia_RCH25,-7,Methylobacterium_RPE3,Burkholderia_RCH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
522,Methylobacterium_RPE3,Cellulosimicrobium_BM1,0,Methylobacterium_RPE3,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
747,Methylobacterium_RPE3,Cellulosimicrobium_BM1,1,Methylobacterium_RPE3,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
87,Methylobacterium_RPE3,Cellulosimicrobium_BM1,0,Methylobacterium_RPE3,Cellulosimicrobium_BM1,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
312,Methylobacterium_RPE3,Cellulosimicrobium_BM1,2,Methylobacterium_RPE3,Cellulosimicrobium_BM1,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
516,Methylobacterium_RPE3,Chryseobacterium_SCH11,0,Methylobacterium_RPE3,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
741,Methylobacterium_RPE3,Chryseobacterium_SCH11,3,Methylobacterium_RPE3,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
77,Methylobacterium_RPE3,Chryseobacterium_SCH11,-1,Methylobacterium_RPE3,Chryseobacterium_SCH11,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
302,Methylobacterium_RPE3,Chryseobacterium_SCH11,3,Methylobacterium_RPE3,Chryseobacterium_SCH11,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
517,Methylobacterium_RPE3,Dyadobacter_BM9,0,Methylobacterium_RPE3,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
742,Methylobacterium_RPE3,Dyadobacter_BM9,2,Methylobacterium_RPE3,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
76,Methylobacterium_RPE3,Dyadobacter_BM9,-5,Methylobacterium_RPE3,Dyadobacter_BM9,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
301,Methylobacterium_RPE3,Dyadobacter_BM9,-4,Methylobacterium_RPE3,Dyadobacter_BM9,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
525,Methylobacterium_RPE3,Ensifer_sp,0,Methylobacterium_RPE3,Ensifer_sp,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
750,Methylobacterium_RPE3,Ensifer_sp,0,Methylobacterium_RPE3,Ensifer_sp,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
90,Methylobacterium_RPE3,Ensifer_sp,0,Methylobacterium_RPE3,Ensifer_sp,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
315,Methylobacterium_RPE3,Ensifer_sp,0,Methylobacterium_RPE3,Ensifer_sp,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
518,Methylobacterium_RPE3,Exiguobacterium_RDH25,0,Methylobacterium_RPE3,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
743,Methylobacterium_RPE3,Exiguobacterium_RDH25,0,Methylobacterium_RPE3,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
83,Methylobacterium_RPE3,Exiguobacterium_RDH25,0,Methylobacterium_RPE3,Exiguobacterium_RDH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
308,Methylobacterium_RPE3,Exiguobacterium_RDH25,5,Methylobacterium_RPE3,Exiguobacterium_RDH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
524,Methylobacterium_RPE3,Luteibacter_BM7,0,Methylobacterium_RPE3,Luteibacter_BM7,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
749,Methylobacterium_RPE3,Luteibacter_BM7,2,Methylobacterium_RPE3,Luteibacter_BM7,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
89,Methylobacterium_RPE3,Luteibacter_BM7,0,Methylobacterium_RPE3,Luteibacter_BM7,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
314,Methylobacterium_RPE3,Luteibacter_BM7,2,Methylobacterium_RPE3,Luteibacter_BM7,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
515,Methylobacterium_RPE3,Methylobacterium_RPE3,0,Methylobacterium_RPE3,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
740,Methylobacterium_RPE3,Methylobacterium_RPE3,0,Methylobacterium_RPE3,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
81,Methylobacterium_RPE3,Methylobacterium_RPE3,0,Methylobacterium_RPE3,Methylobacterium_RPE3,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
306,Methylobacterium_RPE3,Methylobacterium_RPE3,0,Methylobacterium_RPE3,Methylobacterium_RPE3,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
523,Methylobacterium_RPE3,Microbacterium_BM4,0,Methylobacterium_RPE3,Microbacterium_BM4,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
748,Methylobacterium_RPE3,Microbacterium_BM4,0,Methylobacterium_RPE3,Microbacterium_BM4,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
88,Methylobacterium_RPE3,Microbacterium_BM4,0,Methylobacterium_RPE3,Microbacterium_BM4,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
313,Methylobacterium_RPE3,Microbacterium_BM4,2,Methylobacterium_RPE3,Microbacterium_BM4,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
520,Methylobacterium_RPE3,Paenibacillus_E12,0,Methylobacterium_RPE3,Paenibacillus_E12,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
745,Methylobacterium_RPE3,Paenibacillus_E12,0,Methylobacterium_RPE3,Paenibacillus_E12,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
85,Methylobacterium_RPE3,Paenibacillus_E12,-1,Methylobacterium_RPE3,Paenibacillus_E12,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
310,Methylobacterium_RPE3,Paenibacillus_E12,2,Methylobacterium_RPE3,Paenibacillus_E12,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
511,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,0,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
736,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,0,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
78,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,-3,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
303,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,-3,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
521,Methylobacterium_RPE3,Sphingobium_Z2,0,Methylobacterium_RPE3,Sphingobium_Z2,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
746,Methylobacterium_RPE3,Sphingobium_Z2,0,Methylobacterium_RPE3,Sphingobium_Z2,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
86,Methylobacterium_RPE3,Sphingobium_Z2,0,Methylobacterium_RPE3,Sphingobium_Z2,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
311,Methylobacterium_RPE3,Sphingobium_Z2,2,Methylobacterium_RPE3,Sphingobium_Z2,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
513,Methylobacterium_RPE3,Streptomyces_RCH20P,0,Methylobacterium_RPE3,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
738,Methylobacterium_RPE3,Streptomyces_RCH20P,-2,Methylobacterium_RPE3,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
82,Methylobacterium_RPE3,Streptomyces_RCH20P,-1,Methylobacterium_RPE3,Streptomyces_RCH20P,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
307,Methylobacterium_RPE3,Streptomyces_RCH20P,-1,Methylobacterium_RPE3,Streptomyces_RCH20P,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
514,Methylobacterium_RPE3,Variovax_RPC5,0,Methylobacterium_RPE3,Variovax_RPC5,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
739,Methylobacterium_RPE3,Variovax_RPC5,0,Methylobacterium_RPE3,Variovax_RPC5,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
80,Methylobacterium_RPE3,Variovax_RPC5,0,Methylobacterium_RPE3,Variovax_RPC5,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
305,Methylobacterium_RPE3,Variovax_RPC5,-1,Methylobacterium_RPE3,Variovax_RPC5,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
639,Microbacterium_BM4,Bacillus_SCH24,-3,Microbacterium_BM4,Bacillus_SCH24,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
864,Microbacterium_BM4,Bacillus_SCH24,0,Microbacterium_BM4,Bacillus_SCH24,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
189,Microbacterium_BM4,Bacillus_SCH24,0,Microbacterium_BM4,Bacillus_SCH24,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
414,Microbacterium_BM4,Bacillus_SCH24,-1,Microbacterium_BM4,Bacillus_SCH24,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
632,Microbacterium_BM4,Burkholderia_RCH25,-2,Microbacterium_BM4,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
857,Microbacterium_BM4,Burkholderia_RCH25,-2,Microbacterium_BM4,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
184,Microbacterium_BM4,Burkholderia_RCH25,0,Microbacterium_BM4,Burkholderia_RCH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
409,Microbacterium_BM4,Burkholderia_RCH25,0,Microbacterium_BM4,Burkholderia_RCH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
642,Microbacterium_BM4,Cellulosimicrobium_BM1,-1,Microbacterium_BM4,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
867,Microbacterium_BM4,Cellulosimicrobium_BM1,0,Microbacterium_BM4,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
192,Microbacterium_BM4,Cellulosimicrobium_BM1,0,Microbacterium_BM4,Cellulosimicrobium_BM1,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
417,Microbacterium_BM4,Cellulosimicrobium_BM1,0,Microbacterium_BM4,Cellulosimicrobium_BM1,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
636,Microbacterium_BM4,Chryseobacterium_SCH11,-1,Microbacterium_BM4,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
861,Microbacterium_BM4,Chryseobacterium_SCH11,0,Microbacterium_BM4,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
182,Microbacterium_BM4,Chryseobacterium_SCH11,0,Microbacterium_BM4,Chryseobacterium_SCH11,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
407,Microbacterium_BM4,Chryseobacterium_SCH11,-1,Microbacterium_BM4,Chryseobacterium_SCH11,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
637,Microbacterium_BM4,Dyadobacter_BM9,0,Microbacterium_BM4,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
862,Microbacterium_BM4,Dyadobacter_BM9,0,Microbacterium_BM4,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
181,Microbacterium_BM4,Dyadobacter_BM9,-1,Microbacterium_BM4,Dyadobacter_BM9,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
406,Microbacterium_BM4,Dyadobacter_BM9,-1,Microbacterium_BM4,Dyadobacter_BM9,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
645,Microbacterium_BM4,Ensifer_sp,-1,Microbacterium_BM4,Ensifer_sp,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
870,Microbacterium_BM4,Ensifer_sp,0,Microbacterium_BM4,Ensifer_sp,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
195,Microbacterium_BM4,Ensifer_sp,0,Microbacterium_BM4,Ensifer_sp,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
420,Microbacterium_BM4,Ensifer_sp,0,Microbacterium_BM4,Ensifer_sp,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
638,Microbacterium_BM4,Exiguobacterium_RDH25,-1,Microbacterium_BM4,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
863,Microbacterium_BM4,Exiguobacterium_RDH25,-2,Microbacterium_BM4,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
188,Microbacterium_BM4,Exiguobacterium_RDH25,0,Microbacterium_BM4,Exiguobacterium_RDH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
413,Microbacterium_BM4,Exiguobacterium_RDH25,0,Microbacterium_BM4,Exiguobacterium_RDH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
644,Microbacterium_BM4,Luteibacter_BM7,0,Microbacterium_BM4,Luteibacter_BM7,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
869,Microbacterium_BM4,Luteibacter_BM7,0,Microbacterium_BM4,Luteibacter_BM7,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
194,Microbacterium_BM4,Luteibacter_BM7,0,Microbacterium_BM4,Luteibacter_BM7,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
419,Microbacterium_BM4,Luteibacter_BM7,0,Microbacterium_BM4,Luteibacter_BM7,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
635,Microbacterium_BM4,Methylobacterium_RPE3,0,Microbacterium_BM4,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
860,Microbacterium_BM4,Methylobacterium_RPE3,0,Microbacterium_BM4,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
186,Microbacterium_BM4,Methylobacterium_RPE3,0,Microbacterium_BM4,Methylobacterium_RPE3,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
411,Microbacterium_BM4,Methylobacterium_RPE3,0,Microbacterium_BM4,Methylobacterium_RPE3,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
643,Microbacterium_BM4,Microbacterium_BM4,0,Microbacterium_BM4,Microbacterium_BM4,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
868,Microbacterium_BM4,Microbacterium_BM4,0,Microbacterium_BM4,Microbacterium_BM4,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
193,Microbacterium_BM4,Microbacterium_BM4,0,Microbacterium_BM4,Microbacterium_BM4,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
418,Microbacterium_BM4,Microbacterium_BM4,0,Microbacterium_BM4,Microbacterium_BM4,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
640,Microbacterium_BM4,Paenibacillus_E12,-4,Microbacterium_BM4,Paenibacillus_E12,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
865,Microbacterium_BM4,Paenibacillus_E12,-4,Microbacterium_BM4,Paenibacillus_E12,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
190,Microbacterium_BM4,Paenibacillus_E12,0,Microbacterium_BM4,Paenibacillus_E12,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
415,Microbacterium_BM4,Paenibacillus_E12,0,Microbacterium_BM4,Paenibacillus_E12,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
631,Microbacterium_BM4,Pseudomonas_putida_KT2442,0,Microbacterium_BM4,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
856,Microbacterium_BM4,Pseudomonas_putida_KT2442,0,Microbacterium_BM4,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
183,Microbacterium_BM4,Pseudomonas_putida_KT2442,-2,Microbacterium_BM4,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
408,Microbacterium_BM4,Pseudomonas_putida_KT2442,-1,Microbacterium_BM4,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
641,Microbacterium_BM4,Sphingobium_Z2,0,Microbacterium_BM4,Sphingobium_Z2,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
866,Microbacterium_BM4,Sphingobium_Z2,0,Microbacterium_BM4,Sphingobium_Z2,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
191,Microbacterium_BM4,Sphingobium_Z2,0,Microbacterium_BM4,Sphingobium_Z2,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
416,Microbacterium_BM4,Sphingobium_Z2,0,Microbacterium_BM4,Sphingobium_Z2,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
633,Microbacterium_BM4,Streptomyces_RCH20P,-7,Microbacterium_BM4,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
858,Microbacterium_BM4,Streptomyces_RCH20P,-6,Microbacterium_BM4,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
187,Microbacterium_BM4,Streptomyces_RCH20P,-1,Microbacterium_BM4,Streptomyces_RCH20P,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
412,Microbacterium_BM4,Streptomyces_RCH20P,-1,Microbacterium_BM4,Streptomyces_RCH20P,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
634,Microbacterium_BM4,Variovax_RPC5,0,Microbacterium_BM4,Variovax_RPC5,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
859,Microbacterium_BM4,Variovax_RPC5,0,Microbacterium_BM4,Variovax_RPC5,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
185,Microbacterium_BM4,Variovax_RPC5,0,Microbacterium_BM4,Variovax_RPC5,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
410,Microbacterium_BM4,Variovax_RPC5,0,Microbacterium_BM4,Variovax_RPC5,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
594,Paenibacillus_E12,Bacillus_SCH24,-1,Paenibacillus_E12,Bacillus_SCH24,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
819,Paenibacillus_E12,Bacillus_SCH24,-1,Paenibacillus_E12,Bacillus_SCH24,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
144,Paenibacillus_E12,Bacillus_SCH24,-1,Paenibacillus_E12,Bacillus_SCH24,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
369,Paenibacillus_E12,Bacillus_SCH24,3,Paenibacillus_E12,Bacillus_SCH24,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
587,Paenibacillus_E12,Burkholderia_RCH25,3,Paenibacillus_E12,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
812,Paenibacillus_E12,Burkholderia_RCH25,0,Paenibacillus_E12,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
139,Paenibacillus_E12,Burkholderia_RCH25,-2,Paenibacillus_E12,Burkholderia_RCH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
364,Paenibacillus_E12,Burkholderia_RCH25,0,Paenibacillus_E12,Burkholderia_RCH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
597,Paenibacillus_E12,Cellulosimicrobium_BM1,0,Paenibacillus_E12,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
822,Paenibacillus_E12,Cellulosimicrobium_BM1,0,Paenibacillus_E12,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
147,Paenibacillus_E12,Cellulosimicrobium_BM1,0,Paenibacillus_E12,Cellulosimicrobium_BM1,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
372,Paenibacillus_E12,Cellulosimicrobium_BM1,0,Paenibacillus_E12,Cellulosimicrobium_BM1,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
591,Paenibacillus_E12,Chryseobacterium_SCH11,-3,Paenibacillus_E12,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
816,Paenibacillus_E12,Chryseobacterium_SCH11,-2,Paenibacillus_E12,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
137,Paenibacillus_E12,Chryseobacterium_SCH11,-2,Paenibacillus_E12,Chryseobacterium_SCH11,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
362,Paenibacillus_E12,Chryseobacterium_SCH11,-2,Paenibacillus_E12,Chryseobacterium_SCH11,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
592,Paenibacillus_E12,Dyadobacter_BM9,0,Paenibacillus_E12,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
